Id,CategoryEN,NameEN,Language,Category,Name
1721,"Microsoft Defender Exploit Guard","ASR: Block JavaScript or VBScript from launching downloaded executable content (Intune)",,,
226,"Microsoft Defender Exploit Guard","ASR: Block JavaScript or VBScript from launching downloaded executable content (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: JavaScript und VBScript am Starten heruntergeladener ausführbarer Inhalte hindern (Richtlinie)"
223,"Microsoft Defender Exploit Guard","ASR: Block Office applications from creating executable content",DE,"Microsoft Defender Exploit Guard","ASR: Office-Anwendungen am Erstellen ausführbarer Inhalte hindern"
1719,"Microsoft Defender Exploit Guard","ASR: Block Office applications from creating executable content (Intune)",,,
222,"Microsoft Defender Exploit Guard","ASR: Block Office applications from creating executable content (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: Office-Anwendungen am Erstellen ausführbarer Inhalte hindern (Richtlinie)"
225,"Microsoft Defender Exploit Guard","ASR: Block Office applications from injecting code into other processes",DE,"Microsoft Defender Exploit Guard","ASR: Office-Anwendungen am Einfügen von Code in untergeordnete Prozesse hindern"
1720,"Microsoft Defender Exploit Guard","ASR: Block Office applications from injecting code into other processes (Intune)",,,
224,"Microsoft Defender Exploit Guard","ASR: Block Office applications from injecting code into other processes (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: Office-Anwendungen am Einfügen von Code in untergeordnete Prozesse hindern (Richtlinie)"
243,"Microsoft Defender Exploit Guard","ASR: Block Office communication application from creating child processes",DE,"Microsoft Defender Exploit Guard","ASR: Office-Kommunikationsanwendung am Erstellen von untergeordneten Prozessen hindern"
1729,"Microsoft Defender Exploit Guard","ASR: Block Office communication application from creating child processes (Intune)",,,
242,"Microsoft Defender Exploit Guard","ASR: Block Office communication application from creating child processes (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: Office-Kommunikationsanwendung am Erstellen von untergeordneten Prozessen hindern (Richtlinie)"
231,"Microsoft Defender Exploit Guard","ASR: Block Win32 API calls from Office macros",DE,"Microsoft Defender Exploit Guard","ASR: Win32-API-Aufrufe von Office-Makros blockieren"
1723,"Microsoft Defender Exploit Guard","ASR: Block Win32 API calls from Office macros (Intune)",,,
230,"Microsoft Defender Exploit Guard","ASR: Block Win32 API calls from Office macros (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: Win32-API-Aufrufe von Office-Makros blockieren (Richtlinie)"
1641,"Microsoft Defender Exploit Guard","ASR: Block abuse of exploited vulnerable signed drivers",,,
1733,"Microsoft Defender Exploit Guard","ASR: Block abuse of exploited vulnerable signed drivers (Intune)",,,
1640,"Microsoft Defender Exploit Guard","ASR: Block abuse of exploited vulnerable signed drivers (Policy)",,,
221,"Microsoft Defender Exploit Guard","ASR: Block all Office applications from creating child processes",DE,"Microsoft Defender Exploit Guard","ASR: Alle Office-Anwendungen am Erstellen von untergeordneten Prozessen hindern"
1718,"Microsoft Defender Exploit Guard","ASR: Block all Office applications from creating child processes (Intune)",,,
220,"Microsoft Defender Exploit Guard","ASR: Block all Office applications from creating child processes (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: Alle Office-Anwendungen am Erstellen von untergeordneten Prozessen hindern (Richtlinie)"
237,"Microsoft Defender Exploit Guard","ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe)",DE,"Microsoft Defender Exploit Guard","ASR: Diebstahl von Anmeldeinformationen aus dem Subsystem für die lokale Sicherheitsautorität (lsass.exe) blockieren"
1726,"Microsoft Defender Exploit Guard","ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe) (Intune)",,,
236,"Microsoft Defender Exploit Guard","ASR: Block credential stealing from the Windows local security authority subsystem (lsass.exe) (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: Diebstahl von Anmeldeinformationen aus dem Subsystem für die lokale Sicherheitsautorität (lsass.exe) blockieren (Richtlinie)"
219,"Microsoft Defender Exploit Guard","ASR: Block executable content from email client and webmail",DE,"Microsoft Defender Exploit Guard","ASR: Ausführbare Inhalte aus E-Mail-Client und Web-E-Mail blockieren"
1717,"Microsoft Defender Exploit Guard","ASR: Block executable content from email client and webmail (Intune)",,,
218,"Microsoft Defender Exploit Guard","ASR: Block executable content from email client and webmail (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: Ausführbare Inhalte aus E-Mail-Client und Web-E-Mail blockieren (Richtlinie)"
233,"Microsoft Defender Exploit Guard","ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion",,,
1724,"Microsoft Defender Exploit Guard","ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion (Intune)",,,
232,"Microsoft Defender Exploit Guard","ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion (Policy)",,,
229,"Microsoft Defender Exploit Guard","ASR: Block execution of potentially obfuscated scripts",DE,"Microsoft Defender Exploit Guard","ASR: Ausführung potenziell verborgener Skripts blockieren"
1722,"Microsoft Defender Exploit Guard","ASR: Block execution of potentially obfuscated scripts (Intune)",,,
228,"Microsoft Defender Exploit Guard","ASR: Block execution of potentially obfuscated scripts (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: Ausführung potenziell verborgener Skripts blockieren (Richtlinie)"
247,"Microsoft Defender Exploit Guard","ASR: Block persistence through WMI event subscription",,,
1731,"Microsoft Defender Exploit Guard","ASR: Block persistence through WMI event subscription (Intune)",,,
246,"Microsoft Defender Exploit Guard","ASR: Block persistence through WMI event subscription (Policy)",,,
239,"Microsoft Defender Exploit Guard","ASR: Block process creations originating from PSExec and WMI commands",,,
1727,"Microsoft Defender Exploit Guard","ASR: Block process creations originating from PSExec and WMI commands (Intune)",,,
238,"Microsoft Defender Exploit Guard","ASR: Block process creations originating from PSExec and WMI commands (Policy)",,,
241,"Microsoft Defender Exploit Guard","ASR: Block untrusted and unsigned processes that run from USB",DE,"Microsoft Defender Exploit Guard","ASR: Nicht vertrauenswürdige und nicht signierte Prozess, die von USB ausgeführt werden, blockieren"
1728,"Microsoft Defender Exploit Guard","ASR: Block untrusted and unsigned processes that run from USB (Intune)",,,
240,"Microsoft Defender Exploit Guard","ASR: Block untrusted and unsigned processes that run from USB (Policy)",DE,"Microsoft Defender Exploit Guard","ASR: Nicht vertrauenswürdige und nicht signierte Prozess, die von USB ausgeführt werden, blockieren (Richtlinie)"
1546,"Microsoft Defender Exploit Guard","ASR: Exclude files and paths from Attack Surface Reduction Rules",,,
1732,"Microsoft Defender Exploit Guard","ASR: Exclude files and paths from Attack Surface Reduction Rules (Intune)",,,
1545,"Microsoft Defender Exploit Guard","ASR: Exclude files and paths from Attack Surface Reduction Rules (Policy)",,,
235,"Microsoft Defender Exploit Guard","ASR: Use advanced protection against ransomware",,,
1725,"Microsoft Defender Exploit Guard","ASR: Use advanced protection against ransomware (Intune)",,,
234,"Microsoft Defender Exploit Guard","ASR: Use advanced protection against ransomware (Policy)",,,
217,"Microsoft Defender Exploit Guard","Attack Surface Reduction rules",DE,"Microsoft Defender Exploit Guard","Regeln zur Verringerung der Angriffsfläche konfigurieren"
1362,"Microsoft Defender Exploit Guard","Exploit protection: Child Process: Override Child Process (GROOVE.EXE)",,,
1352,"Microsoft Defender Exploit Guard","Exploit protection: Child Process: Override Child Process (fltldr.exe)",,,
248,"Microsoft Defender Exploit Guard","Exploit protection: Control flow guard (CFG)",,,
249,"Microsoft Defender Exploit Guard","Exploit protection: Data Execution Prevention (DEP)",,,
1372,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (AcroRd32.exe)",,,
1364,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (Acrobat.exe)",,,
1381,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (EXCEL.EXE)",,,
1354,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (GROOVE.EXE)",,,
1397,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (INFOPATH.EXE)",,,
1426,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (LYNC.EXE)",,,
1434,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (MSACCESS.EXE)",,,
1442,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (MSPUB.EXE)",,,
1334,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (ONEDRIVE.EXE)",,,
1457,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (OUTLOOK.EXE)",,,
1472,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (POWERPNT.EXE)",,,
1480,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (PPTVIEW.EXE)",,,
1488,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (VISIO.EXE)",,,
1496,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (VPREVIEW.EXE)",,,
1504,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (WINWORD.EXE)",,,
1343,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (firefox.exe)",,,
1389,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (ASLR) (iexplore.exe)",,,
252,"Microsoft Defender Exploit Guard","Exploit protection: Force randomization for images (Mandatory ASLR)",,,
256,"Microsoft Defender Exploit Guard","Exploit protection: High-entropy ASLR",,,
1361,"Microsoft Defender Exploit Guard","Exploit protection: ImageLoad: Override Block Remote Images (GROOVE.EXE)",,,
1341,"Microsoft Defender Exploit Guard","Exploit protection: ImageLoad: Override Block Remote Images (ONEDRIVE.EXE)",,,
1350,"Microsoft Defender Exploit Guard","Exploit protection: ImageLoad: Override Block Remote Images (fltldr.exe)",,,
250,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP)",,,
1371,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (AcroRd32.exe)",,,
1363,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (Acrobat.exe)",,,
1380,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (EXCEL.EXE)",,,
1353,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (GROOVE.EXE)",,,
1396,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (INFOPATH.EXE)",,,
1425,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (LYNC.EXE)",,,
1433,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (MSACCESS.EXE)",,,
1441,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (MSPUB.EXE)",,,
1449,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (OIS.EXE)",,,
1332,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (ONEDRIVE.EXE)",,,
1456,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (OUTLOOK.EXE)",,,
1471,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (POWERPNT.EXE)",,,
1479,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (PPTVIEW.EXE)",,,
1487,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (VISIO.EXE)",,,
1495,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (VPREVIEW.EXE)",,,
1503,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (WINWORD.EXE)",,,
1379,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (chrome.exe)",,,
1342,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (firefox.exe)",,,
1351,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (fltldr.exe)",,,
1388,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (iexplore.exe)",,,
1404,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (java.exe)",,,
1411,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (javaw.exe)",,,
1418,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (javaws.exe)",,,
1464,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (plugin-container.exe)",,,
1511,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (wmplayer.exe)",,,
1518,"Microsoft Defender Exploit Guard","Exploit protection: Override Data Execution Prevention (DEP) (wordpad.exe)",,,
1333,"Microsoft Defender Exploit Guard","Exploit protection: Override Relocate Images (ASLR) (ONEDRIVE.EXE)",,,
253,"Microsoft Defender Exploit Guard","Exploit protection: Override force randomization for images (Mandatory ASLR)",,,
257,"Microsoft Defender Exploit Guard","Exploit protection: Override high-entropy ASLR",,,
255,"Microsoft Defender Exploit Guard","Exploit protection: Override randomize memory allocations (Bottom-up ASLR)",,,
260,"Microsoft Defender Exploit Guard","Exploit protection: Override validate exception chains (SEHOP)",,,
262,"Microsoft Defender Exploit Guard","Exploit protection: Override validate heap integrity",,,
1373,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (AcroRd32.exe)",,,
1365,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (Acrobat.exe)",,,
1382,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (EXCEL.EXE)",,,
1355,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (GROOVE.EXE)",,,
1398,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (INFOPATH.EXE)",,,
1427,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (LYNC.EXE)",,,
1435,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (MSACCESS.EXE)",,,
1443,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (MSPUB.EXE)",,,
1450,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (OIS.EXE)",,,
1335,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (ONEDRIVE.EXE)",,,
1458,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (OUTLOOK.EXE)",,,
1473,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (POWERPNT.EXE)",,,
1505,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (WINWORD.EXE)",,,
1344,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (fltldr.exe)",,,
1390,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (iexplore.exe)",,,
1405,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (java.exe)",,,
1412,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (javaw.exe)",,,
1419,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (javaws.exe)",,,
1465,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (plugin-container.exe)",,,
1512,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (wmplayer.exe)",,,
1519,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter (wordpad.exe)",,,
1374,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (AcroRd32.exe)",,,
1366,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (Acrobat.exe)",,,
1383,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (EXCEL.EXE)",,,
1356,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (GROOVE.EXE)",,,
1399,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (INFOPATH.EXE)",,,
1428,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (LYNC.EXE)",,,
1436,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (MSACCESS.EXE)",,,
1444,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (MSPUB.EXE)",,,
1451,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (OIS.EXE)",,,
1336,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (ONEDRIVE.EXE)",,,
1459,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (OUTLOOK.EXE)",,,
1474,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (POWERPNT.EXE)",,,
1482,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (PPTVIEW.EXE)",,,
1490,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (VISIO.EXE)",,,
1498,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (VPREVIEW.EXE)",,,
1506,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (WINWORD.EXE)",,,
1345,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (fltldr.exe)",,,
1391,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (iexplore.exe)",,,
1406,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (java.exe)",,,
1413,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (javaw.exe)",,,
1420,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (javaws.exe)",,,
1466,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (plugin-container.exe)",,,
1513,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (wmplayer.exe)",,,
1520,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export Address Filter Plus (wordpad.exe)",,,
1481,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export AddressFilter (PPTVIEW.EXE)",,,
1489,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export AddressFilter (VISIO.EXE)",,,
1497,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Export AddressFilter (VPREVIEW.EXE)",,,
1375,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (AcroRd32.exe)",,,
1367,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (Acrobat.exe)",,,
1384,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (EXCEL.EXE)",,,
1357,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (GROOVE.EXE)",,,
1400,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (INFOPATH.EXE)",,,
1429,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (LYNC.EXE)",,,
1437,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (MSACCESS.EXE)",,,
1445,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (MSPUB.EXE)",,,
1452,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (OIS.EXE)",,,
1337,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (ONEDRIVE.EXE)",,,
1460,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (OUTLOOK.EXE)",,,
1475,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (POWERPNT.EXE)",,,
1483,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (PPTVIEW.EXE)",,,
1491,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (VISIO.EXE)",,,
1499,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (VPREVIEW.EXE)",,,
1507,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (WINWORD.EXE)",,,
1346,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (fltldr.exe)",,,
1392,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (iexplore.exe)",,,
1407,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (java.exe)",,,
1414,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (javaw.exe)",,,
1421,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (javaws.exe)",,,
1467,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (plugin-container.exe)",,,
1514,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (wmplayer.exe)",,,
1521,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable Import Address Filter (wordpad.exe)",,,
1377,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (AcroRd32.exe)",,,
1369,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (Acrobat.exe)",,,
1386,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (EXCEL.EXE)",,,
1359,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (GROOVE.EXE)",,,
1402,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (INFOPATH.EXE)",,,
1431,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (LYNC.EXE)",,,
1439,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (MSACCESS.EXE)",,,
1447,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (MSPUB.EXE)",,,
1454,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (OIS.EXE)",,,
1339,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (ONEDRIVE.EXE)",,,
1462,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (OUTLOOK.EXE)",,,
1477,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (POWERPNT.EXE)",,,
1485,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (PPTVIEW.EXE)",,,
1493,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (VISIO.EXE)",,,
1501,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (VPREVIEW.EXE)",,,
1509,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (WINWORD.EXE)",,,
1348,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (fltldr.exe)",,,
1394,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (iexplore.exe)",,,
1409,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (java.exe)",,,
1416,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (javaw.exe)",,,
1423,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (javaws.exe)",,,
1469,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (plugin-container.exe)",,,
1516,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (wmplayer.exe)",,,
1523,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Caller Check (wordpad.exe)",,,
1378,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (AcroRd32.exe)",,,
1370,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (Acrobat.exe)",,,
1387,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (EXCEL.EXE)",,,
1360,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (GROOVE.EXE)",,,
1403,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (INFOPATH.EXE)",,,
1432,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (LYNC.EXE)",,,
1440,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (MSACCESS.EXE)",,,
1448,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (MSPUB.EXE)",,,
1455,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (OIS.EXE)",,,
1340,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (ONEDRIVE.EXE)",,,
1463,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (OUTLOOK.EXE)",,,
1478,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (POWERPNT.EXE)",,,
1486,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (PPTVIEW.EXE)",,,
1494,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (VISIO.EXE)",,,
1502,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (VPREVIEW.EXE)",,,
1510,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (WINWORD.EXE)",,,
1349,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (fltldr.exe)",,,
1395,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (iexplore.exe)",,,
1410,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (java.exe)",,,
1417,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (javaw.exe)",,,
1424,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (javaws.exe)",,,
1470,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (plugin-container.exe)",,,
1517,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (wmplayer.exe)",,,
1524,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Sim Exec (wordpad.exe)",,,
1376,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Stack Pivot (AcroRd32.exe)",,,
1368,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Stack Pivot (Acrobat.exe)",,,
1385,"Microsoft Defender Exploit Guard","Exploit protection: Payload: Override Enable ROP Stack Pivot (EXCEL.EXE)",,,
